I0,I1,I2,I3
35.0000000,-22.0000000,-2048.0000000,40.1852264
35.0000000,-21.0000000,-2048.0000000,40.1869316
35.0000000,-21.0000000,-2048.0000000,40.1869316
32.0000000,-23.0000000,-2048.0000000,40.1809158
32.0000000,-23.0000000,-2048.0000000,40.1809158
38.0000000,-21.0000000,-2047.0000000,40.1770134
33.0000000,-23.0000000,-2048.0000000,40.1689720
33.0000000,-23.0000000,-2048.0000000,40.1689720
38.0000000,-22.0000000,-2052.0000000,40.1602249
38.0000000,-22.0000000,-2052.0000000,40.1602249
30.0000000,-19.0000000,-2050.0000000,40.1674500
30.0000000,-19.0000000,-2050.0000000,40.1674500
28.0000000,-28.0000000,-2053.0000000,40.1633835
28.0000000,-28.0000000,-2053.0000000,40.1633835
39.0000000,-20.0000000,-2049.0000000,40.1733131
39.0000000,-20.0000000,-2049.0000000,40.1733131
45.0000000,-20.0000000,-2051.0000000,40.1837578
33.0000000,-21.0000000,-2047.0000000,40.1810837
33.0000000,-21.0000000,-2047.0000000,40.1810837
32.0000000,-25.0000000,-2051.0000000,40.1922607
32.0000000,-25.0000000,-2051.0000000,40.1922607
36.0000000,-23.0000000,-2048.0000000,40.1977921
36.0000000,-23.0000000,-2048.0000000,40.1977921
33.0000000,-19.0000000,-2050.0000000,40.1997528
33.0000000,-19.0000000,-2050.0000000,40.1997528
37.0000000,-18.0000000,-2049.0000000,40.1954765
37.0000000,-18.0000000,-2049.0000000,40.1954765
36.0000000,-23.0000000,-2051.0000000,40.1886063
36.0000000,-23.0000000,-2051.0000000,40.1886063
35.0000000,-20.0000000,-2050.0000000,40.1794090
33.0000000,-22.0000000,-2049.0000000,40.1771698
33.0000000,-22.0000000,-2049.0000000,40.1771698
36.0000000,-21.0000000,-2047.0000000,40.1751518
36.0000000,-21.0000000,-2047.0000000,40.1751518
34.0000000,-22.0000000,-2048.0000000,40.1748428
34.0000000,-22.0000000,-2048.0000000,40.1748428
32.0000000,-20.0000000,-2051.0000000,40.1579590
32.0000000,-20.0000000,-2051.0000000,40.1579590
33.0000000,-22.0000000,-2050.0000000,40.1518250
33.0000000,-22.0000000,-2050.0000000,40.1518250
31.0000000,-19.0000000,-2050.0000000,40.1583824
31.0000000,-19.0000000,-2050.0000000,40.1583824
37.0000000,-20.0000000,-2049.0000000,40.1642838
30.0000000,-22.0000000,-2050.0000000,40.1635551
30.0000000,-22.0000000,-2050.0000000,40.1635551
39.0000000,-20.0000000,-2050.0000000,40.1598778
39.0000000,-20.0000000,-2050.0000000,40.1598778
35.0000000,-23.0000000,-2052.0000000,40.1520424
35.0000000,-23.0000000,-2052.0000000,40.1520424
37.0000000,-24.0000000,-2048.0000000,40.1570663
37.0000000,-24.0000000,-2048.0000000,40.1570663
37.0000000,-23.0000000,-2050.0000000,40.1691360
37.0000000,-23.0000000,-2050.0000000,40.1691360
31.0000000,-22.0000000,-2050.0000000,40.1694336
31.0000000,-22.0000000,-2050.0000000,40.1694336
37.0000000,-20.0000000,-2052.0000000,40.1802673
36.0000000,-20.0000000,-2049.0000000,40.1794510
36.0000000,-20.0000000,-2049.0000000,40.1794510
38.0000000,-21.0000000,-2049.0000000,40.1726761
38.0000000,-21.0000000,-2049.0000000,40.1726761
34.0000000,-22.0000000,-2048.0000000,40.1741257
34.0000000,-22.0000000,-2048.0000000,40.1741257
37.0000000,-22.0000000,-2048.0000000,40.1799622
37.0000000,-22.0000000,-2048.0000000,40.1799622
