2043,-230,-10,35.0748329
2043,-230,-10,35.0748329
2039,-228,-12,35.0878792
2039,-228,-12,35.0878792
2040,-224,-11,35.0830154
2040,-224,-11,35.0830154
2042,-227,-10,35.0771294
2042,-227,-10,35.0771294
2044,-227,-14,35.0839081
2044,-227,-14,35.0839081
2041,-223,-14,35.0703812
2041,-223,-14,35.0703812
2043,-226,-11,35.068779
2042,-226,-13,35.0567665
2042,-226,-13,35.0567665
2039,-227,-12,35.0535049
2039,-227,-12,35.0535049
2040,-226,-14,35.0505676
2040,-226,-14,35.0505676
2041,-224,-15,35.0584908
2041,-224,-15,35.0584908
2043,-226,-11,35.0610962
2043,-226,-11,35.0610962
2039,-224,-14,35.0573997
2039,-224,-14,35.0573997
2042,-227,-12,35.0661507
2044,-226,-13,35.0679893
2044,-226,-13,35.0679893
2040,-225,-11,35.0636063
2040,-225,-11,35.0636063
2044,-225,-10,35.0581512
2044,-225,-10,35.0581512
2041,-226,-14,35.0547523
2041,-226,-14,35.0547523
2041,-227,-13,35.0607491
2041,-227,-13,35.0607491
2043,-225,-11,35.0601082
2043,-225,-11,35.0601082
2047,-226,-10,35.0489616
2043,-225,-14,35.0344048
2043,-225,-14,35.0344048
2045,-227,-13,35.0288506
2045,-227,-13,35.0288506
2045,-225,-11,35.0178108
2045,-225,-11,35.0178108
2043,-225,-15,35.0290108
2043,-225,-15,35.0290108
2044,-228,-10,35.016449
2044,-228,-10,35.016449
2047,-225,-17,34.9991035
2041,-224,-11,34.9955711
2041,-224,-11,34.9955711
2043,-226,-13,34.986351
2043,-226,-13,34.986351
2043,-228,-16,34.9886208
2043,-228,-16,34.9886208
2037,-226,-12,34.9951935
2037,-226,-12,34.9951935
2040,-224,-13,34.9965782
2040,-224,-13,34.9965782
2042,-228,-10,35.0023537
2042,-228,-10,35.0023537
2041,-227,-11,35.0060425
2041,-224,-13,35.0169106
2041,-224,-13,35.0169106
2044,-223,-12,35.0146141
2044,-223,-12,35.0146141
2042,-225,-14,35.0140572
2042,-225,-14,35.0140572
2038,-224,-15,34.9999695
2038,-224,-15,34.9999695
2040,-226,-13,34.9872894
2040,-226,-13,34.9872894
2043,-225,-11,34.9773865
2043,-225,-11,34.9773865
2039,-224,-14,34.9730034
2041,-222,-11,34.9660416
2041,-222,-11,34.9660416
2043,-225,-11,34.9567566
2043,-225,-11,34.9567566
2044,-227,-16,34.9544373
2044,-227,-16,34.9544373
2042,-225,-10,34.9312134
2042,-225,-10,34.9312134
2046,-226,-14,34.9284286
2046,-226,-14,34.9284286
2038,-224,-11,34.9334717
2038,-224,-11,34.9334717
2038,-224,-16,34.9334831
2042,-225,-15,34.9380188
2042,-225,-15,34.9380188
2040,-223,-14,34.9375725
2040,-223,-14,34.9375725
2040,-224,-12,34.9250946
2040,-224,-12,34.9250946
2044,-225,-11,34.9214134
2044,-225,-11,34.9214134
2042,-223,-14,34.9060211
2042,-223,-14,34.9060211
2037,-227,-13,34.8982086
2038,-226,-12,34.8987236
2038,-226,-12,34.8987236
2039,-228,-15,34.9022064
2039,-228,-15,34.9022064
2035,-224,-13,34.8872261
2035,-224,-13,34.8872261
2040,-226,-16,34.891861
2040,-226,-16,34.891861
2041,-226,-15,34.8990517
2041,-226,-15,34.8990517
2041,-226,-13,34.8919334
2041,-226,-13,34.8919334
2039,-227,-13,34.8810005
2039,-225,-12,34.8772011
2039,-225,-12,34.8772011
2039,-227,-10,34.8813286
2039,-227,-10,34.8813286
2036,-223,-12,34.8925896
2036,-223,-12,34.8925896
2039,-224,-12,34.9087639
2039,-224,-12,34.9087639
2039,-223,-14,34.9052048
2039,-223,-14,34.9052048
2037,-225,-14,34.8959656
2037,-225,-14,34.8959656
2039,-226,-12,34.8982162
2040,-224,-12,34.9047699
2040,-224,-12,34.9047699
2037,-227,-13,34.9016113
2037,-227,-13,34.9016113
2039,-225,-13,34.886692
2039,-225,-13,34.886692
2037,-225,-13,34.8943977
2037,-225,-13,34.8943977
2038,-228,-14,34.9058609
2038,-228,-14,34.9058609
2036,-226,-11,34.9086304
2036,-226,-11,34.9086304
2041,-227,-16,34.8839493
2035,-227,-10,34.8934402
2035,-227,-10,34.8934402
2039,-225,-14,34.8974533
2039,-225,-14,34.8974533
2029,-225,-15,34.8980446
2029,-225,-15,34.8980446
2036,-226,-10,34.8895187
2036,-226,-10,34.8895187
2036,-224,-14,34.8999634
2036,-224,-14,34.8999634
2037,-227,-10,34.9048309
2038,-228,-16,34.9137421
2038,-228,-16,34.9137421
2038,-226,-11,34.9187431
2038,-226,-11,34.9187431
2037,-224,-17,34.9292831
2037,-224,-17,34.9292831
2034,-226,-9,34.9387703
2034,-226,-9,34.9387703
2036,-225,-14,34.9367409
2036,-225,-14,34.9367409
2037,-227,-12,34.9394417
2037,-227,-12,34.9394417
2039,-225,-12,34.9464035
2034,-222,-12,34.9526672
2034,-222,-12,34.9526672
2037,-224,-10,34.9552841
2037,-224,-10,34.9552841
2038,-226,-15,34.9757576
2038,-226,-15,34.9757576
2037,-225,-10,34.9685211
2037,-225,-10,34.9685211
2038,-227,-13,34.9650269
2038,-227,-13,34.9650269
2037,-224,-13,34.9679184
2037,-224,-13,34.9679184
2034,-226,-12,34.9690132
2037,-225,-14,34.9730148
2037,-225,-14,34.9730148
2041,-226,-13,34.9826546
2041,-226,-13,34.9826546
2037,-226,-13,35.0079384
2037,-226,-13,35.0079384
2034,-225,-18,35.0050278
2034,-225,-18,35.0050278
2033,-226,-10,34.9918442
2033,-226,-10,34.9918442
2036,-226,-14,34.9950752
2036,-226,-14,34.9950752
2035,-225,-11,35.0010033
2039,-225,-14,34.9987869
2039,-225,-14,34.9987869
2036,-227,-11,34.9937744
2036,-227,-11,34.9937744
2037,-224,-14,35.0058708
2037,-224,-14,35.0058708
2040,-226,-13,35.0076981
2040,-226,-13,35.0076981
2038,-227,-15,35.0017929
2038,-227,-15,35.0017929
2035,-225,-15,35.0070496
2038,-224,-10,35.0042305
2038,-224,-10,35.0042305
2036,-225,-12,35.0032043
2036,-225,-12,35.0032043
2034,-227,-14,35.0158653
2034,-227,-14,35.0158653
2037,-225,-13,35.0091438
2037,-225,-13,35.0091438
2039,-229,-11,35.0197029
2039,-229,-11,35.0197029
2039,-226,-13,35.017128
2039,-226,-13,35.017128
2036,-225,-13,35.0299072
2034,-225,-11,35.0263138
2034,-225,-11,35.0263138
2038,-226,-15,35.0396843
2038,-226,-15,35.0396843
2040,-228,-13,35.0351105
2040,-228,-13,35.0351105
2037,-224,-16,35.0475998
2037,-224,-16,35.0475998
2040,-224,-11,35.0512924
2040,-224,-11,35.0512924
2039,-225,-15,35.0515976
2039,-225,-15,35.0515976
2036,-224,-12,35.048851
2039,-223,-11,35.055439
2039,-223,-11,35.055439
2037,-227,-14,35.0538177
2037,-227,-14,35.0538177
2039,-227,-13,35.0599098
2039,-227,-13,35.0599098
2038,-225,-14,35.0427475
2038,-225,-14,35.0427475
2039,-224,-10,35.045414
2039,-224,-10,35.045414
2038,-225,-13,35.0553665
2038,-225,-13,35.0553665
2037,-225,-13,35.0582848
2039,-224,-12,35.0503426
2039,-224,-12,35.0503426
2039,-225,-14,35.0537605
2039,-225,-14,35.0537605
2037,-225,-13,35.0628777
2037,-225,-13,35.0628777
2041,-226,-12,35.0574951
2041,-226,-12,35.0574951
2039,-227,-11,35.0556679
2039,-227,-11,35.0556679
2041,-224,-13,35.0585556
2038,-225,-14,35.058136
2038,-225,-14,35.058136
2039,-227,-12,35.0607758
2039,-227,-12,35.0607758
2039,-230,-13,35.0752296
2039,-230,-13,35.0752296
2036,-228,-14,35.0716286
2036,-228,-14,35.0716286
2042,-225,-10,35.0834846
2042,-225,-10,35.0834846
2041,-225,-12,35.0986862
2041,-225,-12,35.0986862
2038,-227,-14,35.0912323
2041,-225,-13,35.0875435
2041,-225,-13,35.0875435
2041,-227,-10,35.096302
2041,-227,-10,35.096302
2042,-226,-13,35.0845566
2042,-226,-13,35.0845566
2039,-225,-15,35.0785141
2039,-225,-15,35.0785141
2040,-227,-13,35.0911942
2040,-227,-13,35.0911942
2044,-226,-14,35.0995865
2044,-226,-14,35.0995865
2041,-224,-13,35.0980797
2044,-226,-13,35.0921936
2044,-226,-13,35.0921936
2044,-225,-12,35.0793495
2044,-225,-12,35.0793495
2039,-225,-11,35.072319
2039,-225,-11,35.072319
2044,-224,-11,35.062973
2044,-224,-11,35.062973
2041,-228,-11,35.0560722
2041,-228,-11,35.0560722
2041,-225,-11,35.0574074
2041,-225,-11,35.0574074
2041,-224,-11,35.0510635
2039,-226,-15,35.0574303
2039,-226,-15,35.0574303
2041,-225,-11,35.0601425
2045,-226,-13,35.0656013
2045,-226,-13,35.0656013
2044,-224,-14,35.0780602
2044,-224,-14,35.0780602
2043,-229,-14,35.0817261
2043,-229,-14,35.0817261
2042,-226,-12,35.0759697
2040,-225,-13,35.0738068
2040,-225,-13,35.0738068
2044,-226,-11,35.06884
2044,-226,-11,35.06884
2043,-225,-12,35.0613518
2043,-225,-12,35.0613518
2043,-226,-12,35.0485725
2043,-226,-12,35.0485725
2041,-225,-14,35.0491486
2041,-225,-14,35.0491486
2044,-225,-15,35.0421181
2044,-225,-15,35.0421181
2040,-226,-11,35.0388107
