I0,I1,I2,I3
2024.0000000,-164.0000000,-10.0000000,49.9892120
2024.0000000,-164.0000000,-10.0000000,49.9892120
2027.0000000,-171.0000000,-19.0000000,49.9917984
2027.0000000,-171.0000000,-19.0000000,49.9917984
2031.0000000,-166.0000000,-14.0000000,50.0046959
2031.0000000,-166.0000000,-14.0000000,50.0046959
2030.0000000,-164.0000000,-13.0000000,49.9981880
2030.0000000,-164.0000000,-13.0000000,49.9981880
2028.0000000,-169.0000000,-15.0000000,50.0074234
2031.0000000,-169.0000000,-11.0000000,50.0096970
2031.0000000,-169.0000000,-11.0000000,50.0096970
2028.0000000,-165.0000000,-19.0000000,50.0102348
2028.0000000,-165.0000000,-19.0000000,50.0102348
2026.0000000,-169.0000000,-12.0000000,50.0046806
2026.0000000,-169.0000000,-12.0000000,50.0046806
2027.0000000,-170.0000000,-14.0000000,49.9891129
2027.0000000,-170.0000000,-14.0000000,49.9891129
2028.0000000,-164.0000000,-17.0000000,49.9902000
2028.0000000,-164.0000000,-17.0000000,49.9902000
2025.0000000,-167.0000000,-19.0000000,49.9911804
2031.0000000,-167.0000000,-16.0000000,49.9830017
2031.0000000,-167.0000000,-16.0000000,49.9830017
2030.0000000,-162.0000000,-18.0000000,49.9922485
2030.0000000,-162.0000000,-18.0000000,49.9922485
2033.0000000,-168.0000000,-17.0000000,49.9930229
2033.0000000,-168.0000000,-17.0000000,49.9930229
2020.0000000,-169.0000000,-13.0000000,49.9922104
2020.0000000,-169.0000000,-13.0000000,49.9922104
2030.0000000,-168.0000000,-15.0000000,49.9899673
2030.0000000,-168.0000000,-15.0000000,49.9899673
2006.0000000,-162.0000000,-10.0000000,49.9985199
2006.0000000,-162.0000000,-10.0000000,49.9985199
2034.0000000,-171.0000000,-23.0000000,49.9865875
1990.0000000,-175.0000000,-5.0000000,49.9818878
1990.0000000,-175.0000000,-5.0000000,49.9818878
2025.0000000,-163.0000000,-15.0000000,49.9987946
2025.0000000,-163.0000000,-15.0000000,49.9987946
2027.0000000,-161.0000000,-14.0000000,49.9928741
2027.0000000,-161.0000000,-14.0000000,49.9928741
2026.0000000,-166.0000000,-14.0000000,49.9875450
2026.0000000,-166.0000000,-14.0000000,49.9875450
2029.0000000,-166.0000000,-13.0000000,49.9872780
2029.0000000,-166.0000000,-13.0000000,49.9872780
2030.0000000,-166.0000000,-15.0000000,49.9855270
2030.0000000,-166.0000000,-15.0000000,49.9855270
2027.0000000,-164.0000000,-17.0000000,49.9899902
2028.0000000,-168.0000000,-14.0000000,49.9985390
2028.0000000,-168.0000000,-14.0000000,49.9985390
2029.0000000,-168.0000000,-14.0000000,49.9986839
2029.0000000,-168.0000000,-14.0000000,49.9986839
2026.0000000,-165.0000000,-16.0000000,50.0048523
2026.0000000,-165.0000000,-16.0000000,50.0048523
2026.0000000,-167.0000000,-16.0000000,50.0209694
2026.0000000,-167.0000000,-16.0000000,50.0209694
2026.0000000,-169.0000000,-13.0000000,50.0083046
2026.0000000,-169.0000000,-13.0000000,50.0083046
2027.0000000,-165.0000000,-16.0000000,50.0029449
2027.0000000,-165.0000000,-16.0000000,50.0029449
2025.0000000,-164.0000000,-16.0000000,49.9996262
2026.0000000,-165.0000000,-17.0000000,50.0026779
2026.0000000,-165.0000000,-17.0000000,50.0026779
2028.0000000,-166.0000000,-21.0000000,50.0054245
2028.0000000,-166.0000000,-21.0000000,50.0054245
2031.0000000,-165.0000000,-19.0000000,49.9897842
2031.0000000,-165.0000000,-19.0000000,49.9897842
2025.0000000,-163.0000000,-17.0000000,49.9832535
2025.0000000,-163.0000000,-17.0000000,49.9832535
2027.0000000,-165.0000000,-15.0000000,49.9728508
2027.0000000,-165.0000000,-15.0000000,49.9728508
2035.0000000,-163.0000000,-15.0000000,49.9861298
2026.0000000,-163.0000000,-20.0000000,49.9935532
2026.0000000,-163.0000000,-20.0000000,49.9935532
2025.0000000,-168.0000000,-13.0000000,50.0062752
2025.0000000,-168.0000000,-13.0000000,50.0062752
2028.0000000,-167.0000000,-21.0000000,50.0041351
2028.0000000,-167.0000000,-21.0000000,50.0041351
2025.0000000,-162.0000000,-13.0000000,50.0037193
2025.0000000,-162.0000000,-13.0000000,50.0037193
2025.0000000,-166.0000000,-17.0000000,49.9988174
2025.0000000,-166.0000000,-17.0000000,49.9988174
2026.0000000,-168.0000000,-16.0000000,49.9944077
2026.0000000,-168.0000000,-16.0000000,49.9944077
2026.0000000,-165.0000000,-15.0000000,49.9859085
2026.0000000,-166.0000000,-14.0000000,49.9676895
2026.0000000,-166.0000000,-14.0000000,49.9676895
2027.0000000,-165.0000000,-13.0000000,49.9679031
2027.0000000,-165.0000000,-13.0000000,49.9679031
2026.0000000,-162.0000000,-19.0000000,49.9650726
2026.0000000,-162.0000000,-19.0000000,49.9650726
2024.0000000,-171.0000000,-12.0000000,49.9746017
2024.0000000,-171.0000000,-12.0000000,49.9746017
2027.0000000,-168.0000000,-17.0000000,49.9695892
2027.0000000,-168.0000000,-17.0000000,49.9695892
2026.0000000,-163.0000000,-15.0000000,49.9741402
2026.0000000,-163.0000000,-15.0000000,49.9741402
2028.0000000,-166.0000000,-12.0000000,49.9721985
2027.0000000,-164.0000000,-22.0000000,49.9568596
2027.0000000,-164.0000000,-22.0000000,49.9568596
2026.0000000,-165.0000000,-12.0000000,49.9672127
2026.0000000,-165.0000000,-12.0000000,49.9672127
2027.0000000,-168.0000000,-20.0000000,49.9901161
2027.0000000,-168.0000000,-20.0000000,49.9901161
2029.0000000,-167.0000000,-13.0000000,49.9911041
2029.0000000,-167.0000000,-13.0000000,49.9911041
2025.0000000,-164.0000000,-19.0000000,49.9889755
2025.0000000,-164.0000000,-19.0000000,49.9889755
2028.0000000,-168.0000000,-13.0000000,49.9900780
2028.0000000,-168.0000000,-13.0000000,49.9900780
2029.0000000,-166.0000000,-17.0000000,49.9986191
2026.0000000,-167.0000000,-18.0000000,50.0063057
2026.0000000,-167.0000000,-18.0000000,50.0063057
2023.0000000,-167.0000000,-10.0000000,50.0207672
2023.0000000,-167.0000000,-10.0000000,50.0207672
2031.0000000,-169.0000000,-16.0000000,50.0020828
2031.0000000,-169.0000000,-16.0000000,50.0020828
2025.0000000,-166.0000000,-17.0000000,50.0048904
2025.0000000,-166.0000000,-17.0000000,50.0048904
2030.0000000,-168.0000000,-11.0000000,49.9983597
2030.0000000,-168.0000000,-11.0000000,49.9983597
2031.0000000,-167.0000000,-18.0000000,49.9804077
2028.0000000,-167.0000000,-14.0000000,49.9702873
2028.0000000,-167.0000000,-14.0000000,49.9702873
2034.0000000,-169.0000000,-20.0000000,49.9747696
2034.0000000,-169.0000000,-20.0000000,49.9747696
2030.0000000,-167.0000000,-15.0000000,49.9803085
2030.0000000,-167.0000000,-15.0000000,49.9803085
2028.0000000,-163.0000000,-16.0000000,49.9868050
2028.0000000,-163.0000000,-16.0000000,49.9868050
2027.0000000,-167.0000000,-15.0000000,49.9971848
2027.0000000,-167.0000000,-15.0000000,49.9971848
2025.0000000,-167.0000000,-16.0000000,50.0004807
2025.0000000,-167.0000000,-16.0000000,50.0004807
2027.0000000,-166.0000000,-15.0000000,49.9959030
2025.0000000,-164.0000000,-14.0000000,49.9978218
2025.0000000,-164.0000000,-14.0000000,49.9978218
2025.0000000,-169.0000000,-17.0000000,49.9859619
2025.0000000,-169.0000000,-17.0000000,49.9859619
2028.0000000,-164.0000000,-15.0000000,49.9843445
2028.0000000,-164.0000000,-15.0000000,49.9843445
2029.0000000,-167.0000000,-15.0000000,49.9964752
2029.0000000,-167.0000000,-15.0000000,49.9964752
2028.0000000,-168.0000000,-14.0000000,50.0028648
2028.0000000,-168.0000000,-14.0000000,50.0028648
2026.0000000,-165.0000000,-13.0000000,50.0040894
2026.0000000,-165.0000000,-13.0000000,50.0040894
2029.0000000,-166.0000000,-17.0000000,49.9976387
2026.0000000,-168.0000000,-13.0000000,50.0084419
2026.0000000,-168.0000000,-13.0000000,50.0084419
2026.0000000,-168.0000000,-19.0000000,50.0242004
2026.0000000,-168.0000000,-19.0000000,50.0242004
2027.0000000,-167.0000000,-14.0000000,50.0308380
2027.0000000,-167.0000000,-14.0000000,50.0308380
2023.0000000,-169.0000000,-14.0000000,50.0337906
2023.0000000,-169.0000000,-14.0000000,50.0337906
2025.0000000,-168.0000000,-14.0000000,50.0545654
2025.0000000,-168.0000000,-14.0000000,50.0545654
2032.0000000,-165.0000000,-18.0000000,50.0657120
2032.0000000,-165.0000000,-18.0000000,50.0657120
2026.0000000,-165.0000000,-15.0000000,50.0561218
2027.0000000,-169.0000000,-13.0000000,50.0625839
